	prefixed_FIN	post_FIN	prefixed-Ás	prefixed-(O)(t)t	prefixed-ni_without_inter_aux	prefixed-Ó	prev-ni_with_inter_aux	prefixed-vA_simple	prefixed-tAl	prefixed-hAtÓ	prefixed-i	prefixed-(A)n	prev_FIN	prefixed-sÁg	prefixed-hAtAtlAn	post-hAtÓ	prefixed-vA_passive	prefixed-ÓlAg	prev-vA_passive	prefixed-AndÓ	prefixed-Ú	prefixed-tA	prefixed-(A)tlAn	prefixed_leg-...-bb	prefixed-(V)s	prefixed-Ul	prev-(O)(t)t	prefixed-Ós	prefixed-bb	post-vA_simple	prev-hAtÓ	prev-Ó	prefixed-vÁn_simple	prev-ni_without_inter_aux	no_hogy_FIN	hogy_FIN	post-ni_without_inter_aux	prefixed-tAlAn	prev-Ás	prefixed-nivaló	prev-AndÓ	prev-vA_simple	post-AndÓ	prefixed-szerű	prefixed-beli/béli	post-ni_with_inter_aux	prefixed-(O)nként	prefixed-sdi	post-vÁn_simple	prev-(A)n	prev-i	prev-sÁg	prefixed-ilAg	-ni_aux_topicalization	prev-tAl	-ni_FIN_topicalization	prefixed-féle	prev-vÁn_simple	prefixed-nyi	prefixed-hAtnék	prefixed-fajta	no_hogy-vA_passive	hogy-vA_passive	prefixed-vÁst	prefixed-(V)cskA	prev-tA	no_hogy-ni	prefixed_leg-...-bbik	prefixed-szerűség	hogy-ni	prefixed-stUl/-stÓl	prev-Ós	-vA_passive_topicalization	prev-hAtAtlAn	prefixed-féleség	prev_leg-...-bb	prefixed-belileg	prefixed-bbik	prev-(A)tlAn	prefixed-vÁn_passive	prefixed-forma	prev-nivaló	prev-bb	prev-Ul	post-bb	hogy-hAtÓ	hogy-Ás	hogy-(O)(t)t	hogy_double_conj	no_hogy-hAtÓ	no_hogy_double_conj	no_hogy-ni_conj	prev-sdi	prev-ÓlAg
körbe	46.02	24.01	7.37	4.69	5.25	3.7	2.39	2.83	0.07	0.94	0.23	0.03	0.56	0.06	-0.01	0.08	0.53	-0.01	0.65	0.02	-0.01	0	0.02	-0.01	0.04	-0.01	-0.01	0.09	-0.01	0.05	0.05	0.15	0.02	0.01	0.02	0.01	0.06	-0.01	-0.01	-0.01	-0.01	0.01	0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
abba	46.59	27.19	2.68	1.01	11.94	0.2	6.56	0.36	-0.01	0.05	-0.01	-0.01	2.92	0.01	0.17	0.01	0.02	-0.01	0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	0.05	-0.01	0	-0.01	0.02	0	0	0.03	0.08	0.04	0.02	0.03	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
utána	36.17	37.13	2.62	0.53	10.4	0.21	10.03	0.61	0	0.06	0.01	0	1.57	0	0.01	0.02	0.01	-0.01	0.04	-0.01	-0.01	-0.01	-0.01	-0.01	0	-0.01	0	-0.01	0	0.03	0.01	-0.01	0	0.41	0.04	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.03	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
jól	21.63	59.79	0.37	1.57	1.05	1.81	5.43	0.17	-0.01	0.01	0.04	1.97	4.92	0.85	-0.01	0.01	0.01	0	0.19	-0.01	-0.01	-0.01	-0.01	0.02	-0.01	-0.01	0	0	0.01	-0.01	-0.01	0.01	0.02	0.04	0	0	0.05	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
rajta	9.49	74.72	10.08	1.4	0.53	0.19	0.5	0.1	-0.01	0.06	0.03	0.82	0.88	-0.01	0.02	0.04	0	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.07	0.01	0.01	-0.01	-0.01	0.03	0	-0.01	-0.01	0.01	-0.01	0	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.99	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
tele/teli	24.77	23.96	21.94	19.97	2.29	0.15	0.67	2.48	-0.01	0.1	0.32	0.03	0.35	0.1	-0.01	0.01	0.94	-0.01	1.62	-0.01	-0.01	0.08	0	-0.01	0	-0.01	-0.01	-0.01	-0.01	0.03	-0.01	-0.01	0	0.09	-0.01	-0.01	0.04	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
keresztül	23.79	50.27	0.57	1.34	9.37	2.91	3.66	1.45	1.89	0.79	0.01	0.01	2.65	0.04	0.2	0.19	0.07	-0.01	0.14	0.01	-0.01	0.01	-0.01	-0.01	0.02	-0.01	0.01	-0.01	-0.01	0.03	0.21	0.01	0.04	0.09	0.01	0.04	0.11	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.05	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
agyon	50.13	20.68	3.45	14.99	4.27	0.79	2.08	0.95	-0.01	0.06	0.03	0.13	0.7	0.16	0.11	-0.01	0.49	-0.01	0.72	0.03	-0.01	-0.01	-0.01	0.01	0.01	0.04	0.01	0.06	-0.01	-0.01	0.01	0.01	-0.01	0.04	-0.01	0.01	0.03	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
karban	5.59	3.43	60.63	3.67	2.9	4.26	1.51	0.24	-0.01	0.7	15.79	-0.01	0.1	0.31	0.01	0.07	0.31	-0.01	0.32	0.02	-0.01	-0.01	0.03	-0.01	0.01	-0.01	0.01	0.03	-0.01	0.01	0.01	-0.01	-0.01	0.01	0.01	-0.01	-0.01	-0.01	0.01	0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
kézhez	11.15	68.3	0.09	1.76	0.12	0.25	0.17	0.17	17.41	0.05	-0.01	-0.01	0.49	-0.01	-0.01	0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
alul	42.83	10.4	4.58	22.87	2.25	3.47	0.46	0.98	-0.01	0.05	0.33	0.47	0.27	9.53	0.29	0.01	0.15	-0.01	0.8	-0.01	-0.01	-0.01	-0.01	0.19	-0.01	0.04	-0.01	0.01	-0.01	0.01	-0.01	-0.01	0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
rendbe	37.74	13.74	2.75	1.99	9.06	0.16	8.34	0.48	23.34	0.41	0.01	0.01	0.63	0.01	0.05	0.11	0.41	-0.01	0.49	0.04	-0.01	-0.01	0.01	-0.01	-0.01	0.02	0.01	-0.01	-0.01	0.01	0.01	-0.01	0.02	0.03	0.03	0.04	0.01	-0.01	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
kétségbe	4.37	25.81	23.07	7.62	2.09	0.31	1.29	5.22	-0.01	0.44	0.06	20.26	0.55	0.28	2.48	1.07	0.47	0.01	2.42	-0.01	-0.01	-0.01	-0.01	0.28	-0.01	0.74	0.01	0.02	0.73	0.15	0.11	0.01	-0.01	0.01	0.01	0.01	0.01	-0.01	0.01	-0.01	0.01	0.04	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
számon	14.89	61.83	0.94	16.63	1.16	0.84	0.54	0.47	-0.01	0.27	0.03	0.01	0.18	-0.01	0.02	0.27	1.47	-0.01	0.24	0.06	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.04	-0.01	-0.01	0.01	-0.01	-0.01	0.01	0.01	-0.01	0.01	0.01	-0.01	-0.01	-0.01	-0.01	0.01	0.06	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
szemben	21.56	41.14	19.41	0.24	0.19	15.83	0.15	0.78	-0.01	-0.01	0.09	0.15	0.33	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.07	-0.01	-0.01	0.01	0.01	-0.01	-0.01	0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
viszont	7.45	17.06	56.17	0.11	4.99	0.59	3.19	0.07	-0.01	0.13	1.92	-0.01	6.33	0.01	-0.01	0.27	0.02	-0.01	0.02	0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	0.06	-0.01	-0.01	0.11	0.11	0.01	0.02	0.85	-0.01	0.01	0.26	-0.01	0.14	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.11	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
szóba	2.51	71.03	0.42	1.8	0.81	0.67	2.62	0.02	0.01	1.17	0.01	-0.01	18.37	-0.01	-0.01	0.02	-0.01	-0.01	0.03	-0.01	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	0.02	-0.01	-0.01	0.02	0.06	0.12	0.01	0.1	0.05	0.06	0.04	-0.01	0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
ketté	42.77	14.85	13.49	12.74	2.81	2.95	3.08	2.15	-0.01	1.48	0.07	0.04	0.55	1.56	0.01	0.13	0.27	-0.01	0.88	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	0.02	0.01	-0.01	0.02	0.02	-0.01	0.02	0.02	0.02	0.04	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
célba	17.84	63.29	7.13	2.58	2.57	3.26	1.1	0.57	0.12	0.09	0.11	0.01	0.93	-0.01	-0.01	0.05	0.04	-0.01	0.01	0.02	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	0.06	-0.01	0.07	0.01	0.04	0.01	-0.01	-0.01	-0.01	0.03	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.03	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
bent	42.13	26.66	7.92	1.52	1.47	1.79	1.8	0.12	-0.01	0.06	0.51	0.01	2.05	0.03	-0.01	0.03	-0.01	-0.01	0.02	0.01	-0.01	-0.01	-0.01	-0.01	13.64	-0.01	0.01	0.15	-0.01	-0.01	-0.01	0.01	-0.01	0.01	0.01	-0.01	0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.02	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
állást	21.86	66.56	0.02	0.26	6.79	0.41	3.08	0.22	-0.01	-0.01	-0.01	-0.01	0.57	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.02	-0.01	-0.01	0.06	-0.01	0.02	0.01	0.01	0.03	0.03	0.03	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
életben	36.69	23.99	21.63	4.34	5.26	1.42	3.93	0.44	-0.01	0.44	1.05	0.02	0.42	0.01	0.04	0.13	-0.01	-0.01	0.01	0.04	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	0.01	-0.01	0.01	-0.01	0.01	0.01	0.05	-0.01	0.01	0.04	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
kölcsön	40.62	26.91	3.84	13.48	6.37	1.26	2.23	1.23	1.09	0.18	0.88	-0.01	1.35	0.02	-0.01	0.11	0.04	-0.01	0.12	0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	0.02	0.05	-0.01	0.04	0.02	-0.01	0.01	0.02	0.01	0.01	0.08	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
utol	49.78	19.43	1.97	0.22	15.02	0.38	2.34	0.53	-0.01	1.38	0.5	-0.01	1.57	0.12	5.54	0.12	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	0.54	0.45	0.01	-0.01	0.01	-0.01	0.04	-0.01	0.01	-0.01	-0.01	0.03	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01
külön	18.88	20.7	18.34	2.41	5.2	13.5	11.21	2.16	0.05	0.77	0.34	1.68	0.94	0.55	0.02	0.52	0.32	-0.01	0.6	0.21	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.03	-0.01	0.04	0.05	0.07	0.01	-0.01	0.93	0.02	0.01	0.38	-0.01	-0.01	-0.01	-0.01	-0.01	0.02	-0.01	-0.01	0.04	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
végbe	19.55	55.12	0.06	8.89	2.58	11.73	0.6	0.01	0.43	0.09	0.01	-0.01	0.49	-0.01	0.01	0.35	-0.01	-0.01	-0.01	-0.01	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	0.02	0.04	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
mellé	27.58	33.06	21.38	2.05	5.23	1.71	3.34	0.78	-0.01	0.02	0.53	0.02	2.21	0.45	-0.01	0.07	0.2	0.01	0.73	0.01	-0.01	-0.01	-0.01	-0.01	0.06	0.01	0.01	0.16	-0.01	0.07	0.11	0.03	-0.01	0.16	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
félbe	43.5	15.59	4.2	23.53	3.57	0.47	4.53	3.02	-0.01	0.21	0.03	0.09	0.69	0.04	0.02	0.02	0.1	-0.01	0.24	0.01	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	0.03	0.01	-0.01	0.01	0.01	-0.01	0.02	-0.01	0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
helyt	20.98	10.37	26.79	1.25	13.39	14.66	6.51	0.36	-0.01	-0.01	1.18	0.62	0.7	2.28	-0.01	-0.01	0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	0.09	-0.01	-0.01	-0.01	-0.01	0.48	-0.01	-0.01	0.08	-0.01	0.01	0.12	0.09	0.01	-0.01	0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
